rgn_id,sciname,iucn_sid,year,eval_yr,category
2,Prionace glauca,39381,2017,2009,NT
2,Rhincodon typus,19488,2017,2016,EN
2,Steno bredanensis,20738,2017,2012,LC
2,Alopias vulpinus,39339,2016,2009,VU
2,Balaenoptera acutorostrata,2474,2016,2008,LC
2,Balaenoptera musculus,2477,2016,2008,EN
2,Balaenoptera physalus,2478,2016,2013,EN
2,Caretta caretta,3897,2016,2015,VU
2,Caretta caretta,84156809,2016,2015,CR
2,Cetorhinus maximus,4292,2016,2009,VU
2,Chelonia mydas,4615,2016,2004,EN
2,Dermochelys coriacea,6494,2016,2013,VU
2,Dermochelys coriacea,46967807,2016,2013,CR
2,Eretmochelys imbricata,8005,2016,2008,CR
2,Galeocerdo cuvier,39378,2016,2009,NT
2,Isurus oxyrinchus,39341,2016,2009,VU
2,Isurus oxyrinchus,161751,2016,2009,NT
2,Lepidochelys olivacea,11534,2016,2008,VU
2,Megachasma pelagios,39338,2016,2015,LC
2,Megaptera novaeangliae,13006,2016,2008,LC
2,Prionace glauca,39381,2016,2009,NT
2,Rhincodon typus,19488,2016,2016,EN
2,Steno bredanensis,20738,2016,2012,LC
2,Alopias vulpinus,39339,2015,2009,VU
2,Balaenoptera acutorostrata,2474,2015,2008,LC
2,Balaenoptera musculus,2477,2015,2008,EN
2,Balaenoptera physalus,2478,2015,2013,EN
2,Caretta caretta,3897,2015,2015,VU
2,Caretta caretta,84156809,2015,2015,CR
2,Cetorhinus maximus,4292,2015,2009,VU
2,Chelonia mydas,4615,2015,2004,EN
2,Dermochelys coriacea,6494,2015,2013,VU
2,Dermochelys coriacea,46967807,2015,2013,CR
2,Eretmochelys imbricata,8005,2015,2008,CR
2,Galeocerdo cuvier,39378,2015,2009,NT
2,Isurus oxyrinchus,39341,2015,2009,VU
2,Isurus oxyrinchus,161751,2015,2009,NT
2,Lepidochelys olivacea,11534,2015,2008,VU
2,Megachasma pelagios,39338,2015,2015,LC
2,Megaptera novaeangliae,13006,2015,2008,LC
2,Prionace glauca,39381,2015,2009,NT
2,Rhincodon typus,19488,2015,2005,VU
2,Steno bredanensis,20738,2015,2012,LC
2,Alopias vulpinus,39339,2014,2009,VU
2,Balaenoptera acutorostrata,2474,2014,2008,LC
2,Balaenoptera musculus,2477,2014,2008,EN
2,Balaenoptera physalus,2478,2014,2013,EN
2,Caretta caretta,3897,2014,1996,EN
2,Caretta caretta,84156809,2014,,CR
2,Cetorhinus maximus,4292,2014,2009,VU
2,Chelonia mydas,4615,2014,2004,EN
2,Dermochelys coriacea,6494,2014,2013,VU
2,Dermochelys coriacea,46967807,2014,2013,CR
2,Eretmochelys imbricata,8005,2014,2008,CR
2,Galeocerdo cuvier,39378,2014,2009,NT
2,Isurus oxyrinchus,39341,2014,2009,VU
2,Isurus oxyrinchus,161751,2014,2009,NT
2,Lepidochelys olivacea,11534,2014,2008,VU
2,Megachasma pelagios,39338,2014,,LC
2,Megaptera novaeangliae,13006,2014,2008,LC
2,Prionace glauca,39381,2014,2009,NT
2,Rhincodon typus,19488,2014,2005,VU
2,Steno bredanensis,20738,2014,2012,LC
2,Alopias vulpinus,39339,2013,2009,VU
2,Balaenoptera acutorostrata,2474,2013,2008,LC
2,Balaenoptera musculus,2477,2013,2008,EN
2,Balaenoptera physalus,2478,2013,2013,EN
2,Caretta caretta,3897,2013,1996,EN
2,Caretta caretta,84156809,2013,,CR
2,Cetorhinus maximus,4292,2013,2009,VU
2,Chelonia mydas,4615,2013,2004,EN
2,Dermochelys coriacea,6494,2013,2013,VU
2,Dermochelys coriacea,46967807,2013,2013,CR
2,Eretmochelys imbricata,8005,2013,2008,CR
2,Galeocerdo cuvier,39378,2013,2009,NT
2,Isurus oxyrinchus,39341,2013,2009,VU
2,Isurus oxyrinchus,161751,2013,2009,NT
2,Lepidochelys olivacea,11534,2013,2008,VU
2,Megachasma pelagios,39338,2013,,LC
2,Megaptera novaeangliae,13006,2013,2008,LC
2,Prionace glauca,39381,2013,2009,NT
2,Rhincodon typus,19488,2013,2005,VU
2,Steno bredanensis,20738,2013,2012,LC
2,Alopias vulpinus,39339,2012,2009,VU
2,Balaenoptera acutorostrata,2474,2012,2008,LC
2,Balaenoptera musculus,2477,2012,2008,EN
2,Balaenoptera physalus,2478,2012,2008,EN
2,Caretta caretta,3897,2012,1996,EN
2,Caretta caretta,84156809,2012,,CR
2,Cetorhinus maximus,4292,2012,2009,VU
2,Chelonia mydas,4615,2012,2004,EN
2,Dermochelys coriacea,6494,2012,2000,CR
2,Dermochelys coriacea,46967807,2012,,CR
2,Eretmochelys imbricata,8005,2012,2008,CR
2,Galeocerdo cuvier,39378,2012,2009,NT
2,Isurus oxyrinchus,39341,2012,2009,VU
2,Isurus oxyrinchus,161751,2012,2009,NT
2,Lepidochelys olivacea,11534,2012,2008,VU
2,Megachasma pelagios,39338,2012,,LC
2,Megaptera novaeangliae,13006,2012,2008,LC
2,Prionace glauca,39381,2012,2009,NT
2,Rhincodon typus,19488,2012,2005,VU
2,Steno bredanensis,20738,2012,2012,LC
2,Alopias vulpinus,39339,2011,2009,VU
2,Balaenoptera acutorostrata,2474,2011,2008,LC
2,Balaenoptera musculus,2477,2011,2008,EN
2,Balaenoptera physalus,2478,2011,2008,EN
2,Caretta caretta,3897,2011,1996,EN
2,Caretta caretta,84156809,2011,,CR
2,Cetorhinus maximus,4292,2011,2009,VU
2,Chelonia mydas,4615,2011,2004,EN
2,Dermochelys coriacea,6494,2011,2000,CR
2,Dermochelys coriacea,46967807,2011,,CR
2,Eretmochelys imbricata,8005,2011,2008,CR
2,Galeocerdo cuvier,39378,2011,2009,NT
2,Isurus oxyrinchus,39341,2011,2009,VU
2,Isurus oxyrinchus,161751,2011,2009,NT
2,Lepidochelys olivacea,11534,2011,2008,VU
2,Megachasma pelagios,39338,2011,,LC
2,Megaptera novaeangliae,13006,2011,2008,LC
2,Prionace glauca,39381,2011,2009,NT
2,Rhincodon typus,19488,2011,2005,VU
2,Steno bredanensis,20738,2011,2008,LC
2,Alopias vulpinus,39339,2010,2009,VU
2,Balaenoptera acutorostrata,2474,2010,2008,LC
2,Balaenoptera musculus,2477,2010,2008,EN
2,Balaenoptera physalus,2478,2010,2008,EN
2,Caretta caretta,3897,2010,1996,EN
2,Caretta caretta,84156809,2010,,CR
2,Cetorhinus maximus,4292,2010,2009,VU
2,Chelonia mydas,4615,2010,2004,EN
2,Dermochelys coriacea,6494,2010,2000,CR
2,Dermochelys coriacea,46967807,2010,,CR
2,Eretmochelys imbricata,8005,2010,2008,CR
2,Galeocerdo cuvier,39378,2010,2009,NT
2,Isurus oxyrinchus,39341,2010,2009,VU
2,Isurus oxyrinchus,161751,2010,2009,NT
2,Lepidochelys olivacea,11534,2010,2008,VU
2,Megachasma pelagios,39338,2010,,LC
2,Megaptera novaeangliae,13006,2010,2008,LC
2,Prionace glauca,39381,2010,2009,NT
2,Rhincodon typus,19488,2010,2005,VU
2,Steno bredanensis,20738,2010,2008,LC
2,Alopias vulpinus,39339,2009,2009,VU
2,Balaenoptera acutorostrata,2474,2009,2008,LC
2,Balaenoptera musculus,2477,2009,2008,EN
2,Balaenoptera physalus,2478,2009,2008,EN
2,Caretta caretta,3897,2009,1996,EN
2,Caretta caretta,84156809,2009,,CR
2,Cetorhinus maximus,4292,2009,2009,VU
2,Chelonia mydas,4615,2009,2004,EN
2,Dermochelys coriacea,6494,2009,2000,CR
2,Dermochelys coriacea,46967807,2009,,CR
2,Eretmochelys imbricata,8005,2009,2008,CR
2,Galeocerdo cuvier,39378,2009,2009,NT
2,Isurus oxyrinchus,39341,2009,2009,VU
2,Isurus oxyrinchus,161751,2009,2009,NT
2,Lepidochelys olivacea,11534,2009,2008,VU
2,Megachasma pelagios,39338,2009,,LC
2,Megaptera novaeangliae,13006,2009,2008,LC
2,Prionace glauca,39381,2009,2009,NT
2,Rhincodon typus,19488,2009,2005,VU
2,Steno bredanensis,20738,2009,2008,LC
2,Alopias vulpinus,39339,2008,,VU
2,Balaenoptera acutorostrata,2474,2008,2008,LC
2,Balaenoptera musculus,2477,2008,2008,EN
2,Balaenoptera physalus,2478,2008,2008,EN
2,Caretta caretta,3897,2008,1996,EN
2,Caretta caretta,84156809,2008,,CR
2,Cetorhinus maximus,4292,2008,2000,VU
2,Chelonia mydas,4615,2008,2004,EN
2,Dermochelys coriacea,6494,2008,2000,CR
2,Dermochelys coriacea,46967807,2008,,CR
2,Eretmochelys imbricata,8005,2008,2008,CR
2,Galeocerdo cuvier,39378,2008,2000,NT
2,Isurus oxyrinchus,39341,2008,2000,NT
2,Isurus oxyrinchus,161751,2008,,NT
2,Lepidochelys olivacea,11534,2008,2008,VU
2,Megachasma pelagios,39338,2008,,LC
2,Megaptera novaeangliae,13006,2008,2008,LC
2,Prionace glauca,39381,2008,2000,NT
2,Rhincodon typus,19488,2008,2005,VU
2,Steno bredanensis,20738,2008,2008,LC
2,Alopias vulpinus,39339,2007,,VU
2,Balaenoptera acutorostrata,2474,2007,1996,NT
2,Balaenoptera musculus,2477,2007,1996,EN
2,Balaenoptera physalus,2478,2007,1996,EN
2,Caretta caretta,3897,2007,1996,EN
2,Caretta caretta,84156809,2007,,CR
2,Cetorhinus maximus,4292,2007,2000,VU
2,Chelonia mydas,4615,2007,2004,EN
2,Dermochelys coriacea,6494,2007,2000,CR
2,Dermochelys coriacea,46967807,2007,,CR
2,Eretmochelys imbricata,8005,2007,1996,CR
2,Galeocerdo cuvier,39378,2007,2000,NT
2,Isurus oxyrinchus,39341,2007,2000,NT
2,Isurus oxyrinchus,161751,2007,,NT
2,Lepidochelys olivacea,11534,2007,1996,EN
2,Megachasma pelagios,39338,2007,,LC
2,Megaptera novaeangliae,13006,2007,1996,VU
2,Prionace glauca,39381,2007,2000,NT
2,Rhincodon typus,19488,2007,2005,VU
2,Steno bredanensis,20738,2007,,LC
2,Alopias vulpinus,39339,2006,,VU
2,Balaenoptera acutorostrata,2474,2006,1996,NT
2,Balaenoptera musculus,2477,2006,1996,EN
2,Balaenoptera physalus,2478,2006,1996,EN
2,Caretta caretta,3897,2006,1996,EN
2,Caretta caretta,84156809,2006,,CR
2,Cetorhinus maximus,4292,2006,2000,VU
2,Chelonia mydas,4615,2006,2004,EN
2,Dermochelys coriacea,6494,2006,2000,CR
2,Dermochelys coriacea,46967807,2006,,CR
2,Eretmochelys imbricata,8005,2006,1996,CR
2,Galeocerdo cuvier,39378,2006,2000,NT
2,Isurus oxyrinchus,39341,2006,2000,NT
2,Isurus oxyrinchus,161751,2006,,NT
2,Lepidochelys olivacea,11534,2006,1996,EN
2,Megachasma pelagios,39338,2006,,LC
2,Megaptera novaeangliae,13006,2006,1996,VU
2,Prionace glauca,39381,2006,2000,NT
2,Rhincodon typus,19488,2006,2005,VU
2,Steno bredanensis,20738,2006,,LC
2,Alopias vulpinus,39339,2005,,VU
2,Balaenoptera acutorostrata,2474,2005,1996,NT
2,Balaenoptera musculus,2477,2005,1996,EN
2,Balaenoptera physalus,2478,2005,1996,EN
2,Caretta caretta,3897,2005,1996,EN
2,Caretta caretta,84156809,2005,,CR
2,Cetorhinus maximus,4292,2005,2000,VU
2,Chelonia mydas,4615,2005,2004,EN
2,Dermochelys coriacea,6494,2005,2000,CR
2,Dermochelys coriacea,46967807,2005,,CR
2,Eretmochelys imbricata,8005,2005,1996,CR
2,Galeocerdo cuvier,39378,2005,2000,NT
2,Isurus oxyrinchus,39341,2005,2000,NT
2,Isurus oxyrinchus,161751,2005,,NT
2,Lepidochelys olivacea,11534,2005,1996,EN
2,Megachasma pelagios,39338,2005,,LC
2,Megaptera novaeangliae,13006,2005,1996,VU
2,Prionace glauca,39381,2005,2000,NT
2,Rhincodon typus,19488,2005,2005,VU
2,Steno bredanensis,20738,2005,,LC
2,Alopias vulpinus,39339,2004,,VU
2,Balaenoptera acutorostrata,2474,2004,1996,NT
2,Balaenoptera musculus,2477,2004,1996,EN
2,Balaenoptera physalus,2478,2004,1996,EN
2,Caretta caretta,3897,2004,1996,EN
2,Caretta caretta,84156809,2004,,CR
2,Cetorhinus maximus,4292,2004,2000,VU
2,Chelonia mydas,4615,2004,2004,EN
2,Dermochelys coriacea,6494,2004,2000,CR
2,Dermochelys coriacea,46967807,2004,,CR
2,Eretmochelys imbricata,8005,2004,1996,CR
2,Galeocerdo cuvier,39378,2004,2000,NT
2,Isurus oxyrinchus,39341,2004,2000,NT
2,Isurus oxyrinchus,161751,2004,,NT
2,Lepidochelys olivacea,11534,2004,1996,EN
2,Megachasma pelagios,39338,2004,,LC
2,Megaptera novaeangliae,13006,2004,1996,VU
2,Prionace glauca,39381,2004,2000,NT
2,Rhincodon typus,19488,2004,2000,VU
2,Steno bredanensis,20738,2004,,LC
2,Alopias vulpinus,39339,2003,,VU
2,Balaenoptera acutorostrata,2474,2003,1996,NT
2,Balaenoptera musculus,2477,2003,1996,EN
2,Balaenoptera physalus,2478,2003,1996,EN
2,Caretta caretta,3897,2003,1996,EN
2,Caretta caretta,84156809,2003,,CR
2,Cetorhinus maximus,4292,2003,2000,VU
2,Chelonia mydas,4615,2003,1996,EN
2,Dermochelys coriacea,6494,2003,2000,CR
2,Dermochelys coriacea,46967807,2003,,CR
2,Eretmochelys imbricata,8005,2003,1996,CR
2,Galeocerdo cuvier,39378,2003,2000,NT
2,Isurus oxyrinchus,39341,2003,2000,NT
2,Isurus oxyrinchus,161751,2003,,NT
2,Lepidochelys olivacea,11534,2003,1996,EN
2,Megachasma pelagios,39338,2003,,LC
2,Megaptera novaeangliae,13006,2003,1996,VU
2,Prionace glauca,39381,2003,2000,NT
2,Rhincodon typus,19488,2003,2000,VU
2,Steno bredanensis,20738,2003,,LC
2,Alopias vulpinus,39339,2002,,VU
2,Balaenoptera acutorostrata,2474,2002,1996,NT
2,Balaenoptera musculus,2477,2002,1996,EN
2,Balaenoptera physalus,2478,2002,1996,EN
2,Caretta caretta,3897,2002,1996,EN
2,Caretta caretta,84156809,2002,,CR
2,Cetorhinus maximus,4292,2002,2000,VU
2,Chelonia mydas,4615,2002,1996,EN
2,Dermochelys coriacea,6494,2002,2000,CR
2,Dermochelys coriacea,46967807,2002,,CR
2,Eretmochelys imbricata,8005,2002,1996,CR
2,Galeocerdo cuvier,39378,2002,2000,NT
2,Isurus oxyrinchus,39341,2002,2000,NT
2,Isurus oxyrinchus,161751,2002,,NT
2,Lepidochelys olivacea,11534,2002,1996,EN
2,Megachasma pelagios,39338,2002,,LC
2,Megaptera novaeangliae,13006,2002,1996,VU
2,Prionace glauca,39381,2002,2000,NT
2,Rhincodon typus,19488,2002,2000,VU
2,Steno bredanensis,20738,2002,,LC
2,Alopias vulpinus,39339,2001,,VU
2,Balaenoptera acutorostrata,2474,2001,1996,NT
2,Balaenoptera musculus,2477,2001,1996,EN
2,Balaenoptera physalus,2478,2001,1996,EN
2,Caretta caretta,3897,2001,1996,EN
2,Caretta caretta,84156809,2001,,CR
2,Cetorhinus maximus,4292,2001,2000,VU
2,Chelonia mydas,4615,2001,1996,EN
2,Dermochelys coriacea,6494,2001,2000,CR
2,Dermochelys coriacea,46967807,2001,,CR
2,Eretmochelys imbricata,8005,2001,1996,CR
2,Galeocerdo cuvier,39378,2001,2000,NT
2,Isurus oxyrinchus,39341,2001,2000,NT
2,Isurus oxyrinchus,161751,2001,,NT
2,Lepidochelys olivacea,11534,2001,1996,EN
2,Megachasma pelagios,39338,2001,,LC
2,Megaptera novaeangliae,13006,2001,1996,VU
2,Prionace glauca,39381,2001,2000,NT
2,Rhincodon typus,19488,2001,2000,VU
2,Steno bredanensis,20738,2001,,LC
2,Alopias vulpinus,39339,2000,,VU
2,Balaenoptera acutorostrata,2474,2000,1996,NT
2,Balaenoptera musculus,2477,2000,1996,EN
2,Balaenoptera physalus,2478,2000,1996,EN
2,Caretta caretta,3897,2000,1996,EN
2,Caretta caretta,84156809,2000,,CR
2,Cetorhinus maximus,4292,2000,2000,VU
2,Chelonia mydas,4615,2000,1996,EN
2,Dermochelys coriacea,6494,2000,2000,CR
2,Dermochelys coriacea,46967807,2000,,CR
2,Eretmochelys imbricata,8005,2000,1996,CR
2,Galeocerdo cuvier,39378,2000,2000,NT
2,Isurus oxyrinchus,39341,2000,2000,NT
2,Isurus oxyrinchus,161751,2000,,NT
2,Lepidochelys olivacea,11534,2000,1996,EN
2,Megachasma pelagios,39338,2000,,LC
2,Megaptera novaeangliae,13006,2000,1996,VU
2,Prionace glauca,39381,2000,2000,NT
2,Rhincodon typus,19488,2000,2000,VU
2,Steno bredanensis,20738,2000,,LC
2,Alopias vulpinus,39339,1999,,VU
2,Balaenoptera acutorostrata,2474,1999,1996,NT
2,Balaenoptera musculus,2477,1999,1996,EN
2,Balaenoptera physalus,2478,1999,1996,EN
2,Caretta caretta,3897,1999,1996,EN
2,Caretta caretta,84156809,1999,,CR
2,Cetorhinus maximus,4292,1999,1996,VU
2,Chelonia mydas,4615,1999,1996,EN
2,Dermochelys coriacea,6494,1999,1996,EN
2,Dermochelys coriacea,46967807,1999,,CR
2,Eretmochelys imbricata,8005,1999,1996,CR
2,Galeocerdo cuvier,39378,1999,,NT
2,Isurus oxyrinchus,39341,1999,,NT
2,Isurus oxyrinchus,161751,1999,,NT
2,Lepidochelys olivacea,11534,1999,1996,EN
2,Megachasma pelagios,39338,1999,,LC
2,Megaptera novaeangliae,13006,1999,1996,VU
2,Prionace glauca,39381,1999,,NT
2,Rhincodon typus,19488,1999,,VU
2,Steno bredanensis,20738,1999,,LC
2,Alopias vulpinus,39339,1998,,VU
2,Balaenoptera acutorostrata,2474,1998,1996,NT
2,Balaenoptera musculus,2477,1998,1996,EN
2,Balaenoptera physalus,2478,1998,1996,EN
2,Caretta caretta,3897,1998,1996,EN
2,Caretta caretta,84156809,1998,,CR
2,Cetorhinus maximus,4292,1998,1996,VU
2,Chelonia mydas,4615,1998,1996,EN
2,Dermochelys coriacea,6494,1998,1996,EN
2,Dermochelys coriacea,46967807,1998,,CR
2,Eretmochelys imbricata,8005,1998,1996,CR
2,Galeocerdo cuvier,39378,1998,,NT
2,Isurus oxyrinchus,39341,1998,,NT
2,Isurus oxyrinchus,161751,1998,,NT
2,Lepidochelys olivacea,11534,1998,1996,EN
2,Megachasma pelagios,39338,1998,,LC
2,Megaptera novaeangliae,13006,1998,1996,VU
2,Prionace glauca,39381,1998,,NT
2,Rhincodon typus,19488,1998,,VU
2,Steno bredanensis,20738,1998,,LC
2,Alopias vulpinus,39339,1997,,VU
2,Balaenoptera acutorostrata,2474,1997,1996,NT
2,Balaenoptera musculus,2477,1997,1996,EN
2,Balaenoptera physalus,2478,1997,1996,EN
2,Caretta caretta,3897,1997,1996,EN
2,Caretta caretta,84156809,1997,,CR
2,Cetorhinus maximus,4292,1997,1996,VU
2,Chelonia mydas,4615,1997,1996,EN
2,Dermochelys coriacea,6494,1997,1996,EN
2,Dermochelys coriacea,46967807,1997,,CR
2,Eretmochelys imbricata,8005,1997,1996,CR
2,Galeocerdo cuvier,39378,1997,,NT
2,Isurus oxyrinchus,39341,1997,,NT
2,Isurus oxyrinchus,161751,1997,,NT
2,Lepidochelys olivacea,11534,1997,1996,EN
2,Megachasma pelagios,39338,1997,,LC
2,Megaptera novaeangliae,13006,1997,1996,VU
2,Prionace glauca,39381,1997,,NT
2,Rhincodon typus,19488,1997,,VU
2,Steno bredanensis,20738,1997,,LC
2,Alopias vulpinus,39339,1996,,VU
2,Balaenoptera acutorostrata,2474,1996,1996,NT
2,Balaenoptera musculus,2477,1996,1996,EN
2,Balaenoptera physalus,2478,1996,1996,EN
2,Caretta caretta,3897,1996,1996,EN
2,Caretta caretta,84156809,1996,,CR
2,Cetorhinus maximus,4292,1996,1996,VU
2,Chelonia mydas,4615,1996,1996,EN
2,Dermochelys coriacea,6494,1996,1996,EN
2,Dermochelys coriacea,46967807,1996,,CR
2,Eretmochelys imbricata,8005,1996,1996,CR
2,Galeocerdo cuvier,39378,1996,,NT
2,Isurus oxyrinchus,39341,1996,,NT
2,Isurus oxyrinchus,161751,1996,,NT
2,Lepidochelys olivacea,11534,1996,1996,EN
2,Megachasma pelagios,39338,1996,,LC
2,Megaptera novaeangliae,13006,1996,1996,VU
2,Prionace glauca,39381,1996,,NT
2,Rhincodon typus,19488,1996,,VU
2,Steno bredanensis,20738,1996,,LC
2,Alopias vulpinus,39339,1995,,VU
2,Balaenoptera acutorostrata,2474,1995,,NT
2,Balaenoptera musculus,2477,1995,1994,EN
2,Balaenoptera physalus,2478,1995,1994,VU
2,Caretta caretta,3897,1995,1994,VU
2,Caretta caretta,84156809,1995,,CR
2,Cetorhinus maximus,4292,1995,,VU
2,Chelonia mydas,4615,1995,1994,EN
2,Dermochelys coriacea,6494,1995,1994,EN
2,Dermochelys coriacea,46967807,1995,,CR
2,Eretmochelys imbricata,8005,1995,1994,EN
2,Galeocerdo cuvier,39378,1995,,NT
2,Isurus oxyrinchus,39341,1995,,NT
2,Isurus oxyrinchus,161751,1995,,NT
2,Lepidochelys olivacea,11534,1995,1994,EN
2,Megachasma pelagios,39338,1995,,LC
2,Megaptera novaeangliae,13006,1995,1994,VU
2,Prionace glauca,39381,1995,,NT
2,Rhincodon typus,19488,1995,,VU
2,Steno bredanensis,20738,1995,,LC
2,Alopias vulpinus,39339,1994,,VU
2,Balaenoptera acutorostrata,2474,1994,,NT
2,Balaenoptera musculus,2477,1994,1994,EN
2,Balaenoptera physalus,2478,1994,1994,VU
2,Caretta caretta,3897,1994,1994,VU
2,Caretta caretta,84156809,1994,,CR
2,Cetorhinus maximus,4292,1994,,VU
2,Chelonia mydas,4615,1994,1994,EN
2,Dermochelys coriacea,6494,1994,1994,EN
2,Dermochelys coriacea,46967807,1994,,CR
2,Eretmochelys imbricata,8005,1994,1994,EN
2,Galeocerdo cuvier,39378,1994,,NT
2,Isurus oxyrinchus,39341,1994,,NT
2,Isurus oxyrinchus,161751,1994,,NT
2,Lepidochelys olivacea,11534,1994,1994,EN
2,Megachasma pelagios,39338,1994,,LC
2,Megaptera novaeangliae,13006,1994,1994,VU
2,Prionace glauca,39381,1994,,NT
2,Rhincodon typus,19488,1994,,VU
2,Steno bredanensis,20738,1994,,LC
2,Alopias vulpinus,39339,1993,,VU
2,Balaenoptera acutorostrata,2474,1993,,NT
2,Balaenoptera musculus,2477,1993,1990,EN
2,Balaenoptera physalus,2478,1993,1990,VU
2,Caretta caretta,3897,1993,1990,VU
2,Caretta caretta,84156809,1993,,CR
2,Cetorhinus maximus,4292,1993,,VU
2,Chelonia mydas,4615,1993,1990,EN
2,Dermochelys coriacea,6494,1993,1990,EN
2,Dermochelys coriacea,46967807,1993,,CR
2,Eretmochelys imbricata,8005,1993,1990,EN
2,Galeocerdo cuvier,39378,1993,,NT
2,Isurus oxyrinchus,39341,1993,,NT
2,Isurus oxyrinchus,161751,1993,,NT
2,Lepidochelys olivacea,11534,1993,1990,EN
2,Megachasma pelagios,39338,1993,,LC
2,Megaptera novaeangliae,13006,1993,1990,VU
2,Prionace glauca,39381,1993,,NT
2,Rhincodon typus,19488,1993,,VU
2,Steno bredanensis,20738,1993,,LC
2,Alopias vulpinus,39339,1992,,VU
2,Balaenoptera acutorostrata,2474,1992,,NT
2,Balaenoptera musculus,2477,1992,1990,EN
2,Balaenoptera physalus,2478,1992,1990,VU
2,Caretta caretta,3897,1992,1990,VU
2,Caretta caretta,84156809,1992,,CR
2,Cetorhinus maximus,4292,1992,,VU
2,Chelonia mydas,4615,1992,1990,EN
2,Dermochelys coriacea,6494,1992,1990,EN
2,Dermochelys coriacea,46967807,1992,,CR
2,Eretmochelys imbricata,8005,1992,1990,EN
2,Galeocerdo cuvier,39378,1992,,NT
2,Isurus oxyrinchus,39341,1992,,NT
2,Isurus oxyrinchus,161751,1992,,NT
2,Lepidochelys olivacea,11534,1992,1990,EN
2,Megachasma pelagios,39338,1992,,LC
2,Megaptera novaeangliae,13006,1992,1990,VU
2,Prionace glauca,39381,1992,,NT
2,Rhincodon typus,19488,1992,,VU
2,Steno bredanensis,20738,1992,,LC
